dataset,contrast,split,first_half_g,second_half_g
GSE309750,MC,81,1.7284406719900118,2.268081821160958
GSE309750,MC,82,1.7047417272528693,2.957921656141523
GSE309750,MC,83,2.6550014106049185,1.8792400083256449
GSE309750,MC,84,1.9084140002159078,2.7711362119914074
GSE309750,MC,85,2.3754562515035498,1.7039370812619934
GSE309750,MC,86,1.974454927088087,2.9186868896656035
GSE309750,MC,87,2.432107327656777,0.9692296103778472
GSE309750,MC,88,2.7667552514952725,1.7831510306745764
GSE309750,MC,89,2.79440380228666,2.183806331681595
GSE309750,MC,90,2.059321285128307,2.2307438240734085
GSE309750,MC,91,2.643750301011708,1.574222715011659
GSE309750,MC,92,3.1300112467398935,2.036532628718087
GSE309750,MC,93,2.802539857117698,1.662414355894396
GSE309750,MC,94,1.2272555102000675,3.474523460383308
GSE309750,MC,95,3.3221097177659833,1.592380148128546
GSE309750,MC,96,1.633170006338089,2.8289021435894286
GSE309750,MC,97,3.0573974362001177,1.4155689913521363
GSE309750,MC,98,2.6532750853210643,2.1902137512743245
GSE309750,MC,99,1.379337295561781,3.4976325856133803
GSE309750,MC,100,2.7617329486404456,2.06911362866573
GSE309750,MC,101,2.067472633434284,2.2561934719981065
GSE309750,MC,102,1.6399820441003192,2.904876474377928
GSE309750,MC,103,1.390568732383671,2.854095731085258
GSE309750,MC,104,2.10840105884505,2.5645796057082264
GSE309750,MC,105,2.9208549391269267,1.5277447927770316
GSE309750,MC,106,1.9214150872371203,3.0246938103482335
GSE309750,MC,107,2.862469443981139,1.6278768809470128
GSE309750,MC,108,2.4145007927000357,1.6388698196878795
GSE309750,MC,109,3.071859427314171,1.579729219544545
GSE309750,MC,110,2.612510319922201,1.4656075992660909
GSE309750,MC,111,1.5813214537064066,2.6759469944811354
GSE309750,MC,112,2.8201254191196905,1.405156670548872
GSE309750,MC,113,2.432978574188424,1.9687818564419681
GSE309750,MC,114,2.9769890473960676,2.0358923978929906
GSE309750,MC,115,1.0114751697060256,4.2895748215614065
GSE309750,MC,116,1.626305790649005,3.5228270355362703
GSE309750,MC,117,2.8607671179481726,1.4267879619494037
GSE309750,MC,118,1.6753167988549151,1.95093160681778
GSE309750,MC,119,2.949542213436444,1.5666064843957985
GSE309750,MC,120,1.8511918516687051,2.3081355297577133
GSE309750,MC,121,2.4085015914094736,2.28259419806879
GSE309750,MC,122,2.3686432448128185,2.274679108482222
GSE309750,MC,123,3.7694094764559667,1.4272723192011956
GSE309750,MC,124,3.9683693084581586,0.8597770721057799
GSE309750,MC,125,2.6167617991307175,1.8200649375462508
GSE309750,MC,126,3.215958080313791,0.8103241299649854
GSE309750,MC,127,2.4103258838182926,2.451737291164654
GSE309750,MC,128,2.134720284387886,1.7915956332535865
GSE309750,MC,129,1.5111533489997517,3.1229779661271793
GSE309750,MC,130,2.9809345078335423,1.6959588214745702
GSE309750,MC,131,1.7514166232133779,2.278937020036622
GSE309750,MC,132,2.9271792540368686,1.521279294635239
GSE309750,MC,133,1.731917745262601,3.074467391268278
GSE309750,MC,134,1.4941264342031477,2.3033236448198795
GSE309750,MC,135,3.1796059714122666,1.117075419955875
GSE309750,MC,136,2.2712285110886423,1.5201932833988123
GSE309750,MC,137,2.067948342515211,2.1946057269364734
GSE309750,MC,138,2.1192515113713806,2.177142994711126
GSE309750,MC,139,2.4184263698919133,2.2914140642593863
GSE309750,MC,140,1.552613227751595,3.650447507084973
GSE309750,MC,141,1.6381920193823345,2.8529385246525707
GSE309750,MC,142,2.3611238329826576,2.424755470898597
GSE309750,MC,143,1.963447411283461,2.5214615138753684
GSE309750,MC,144,2.2024871984516317,2.1903818552964975
GSE309750,MC,145,3.7046845418056287,1.180067210785465
GSE309750,MC,146,1.4040651690149004,1.6312635394282855
GSE309750,MC,147,1.9333064230022334,3.0034141705014443
GSE309750,MC,148,1.1498685077342978,2.5508375538197545
GSE309750,MC,149,1.758409789155846,2.1570177799548858
GSE309750,MC,150,2.2327966062827413,0.9721897743394146
GSE309750,MC,151,2.9330929092158327,1.535674539211709
GSE309750,MC,152,2.553829535771806,1.904548078522355
GSE309750,MC,153,1.2575046016225364,2.9532992579608797
GSE309750,MC,154,2.315590797296745,1.931735622586614
GSE309750,MC,155,2.2185854233021813,2.415100450794223
GSE309750,MC,156,2.9877332813047195,1.4816586210932807
GSE309750,MC,157,2.2495672536854294,1.7804507375053158
GSE309750,MC,158,3.018294001470502,1.464849753555253
GSE309750,MC,159,1.8830129959507267,2.7994892335066526
GSE309750,MC,160,2.348780122779861,2.5001479433632148
GSE309750,MC,161,2.4112980838562628,2.1979688752966906
GSE309750,MC,162,2.2082547567508986,2.123395949628839
GSE309750,MC,163,3.035157531158958,1.6347158748793083
GSE309750,MC,164,2.4193425634983954,1.959637769223825
GSE309750,MC,165,1.6338385313026036,3.202860119687625
GSE309750,MC,166,1.844394161974785,2.4699178851702195
GSE309750,MC,167,2.3770343203270636,1.6985995904380766
GSE309750,MC,168,1.730546145875999,3.7076522182658
GSE309750,MC,169,2.3215031380898936,2.183614645498958
GSE309750,MC,170,2.3777423358835628,2.096878862550941
GSE309750,MC,171,2.5488669410595906,2.1342156687978964
GSE309750,MC,172,1.7390398440050958,3.5269186806128676
GSE309750,MC,173,1.2476948534657428,3.658629952428696
GSE309750,MC,174,1.7948184864977648,2.9424556971890836
GSE309750,MC,175,1.1820019567789124,3.3405747426208503
GSE309750,MC,176,2.0613357866625304,2.1603852325003805
GSE309750,MC,177,2.6409979098243412,1.6712065923945345
GSE309750,MC,178,2.2891442300139757,2.566462315025497
GSE309750,MC,179,2.552816369419026,1.5948652564931651
GSE309750,MC,180,1.8223077382713608,2.7429250840160484
GSE309750,MC,181,1.2879818027084127,3.377531787033301
GSE309750,MC,182,2.7155125702377294,1.3319916624620456
GSE309750,MC,183,2.603294979071799,1.9862877709364468
GSE309750,MC,184,2.9665604222374884,1.8701121199409765
GSE309750,MC,185,0.8423520391626028,3.0125001870845822
GSE309750,MC,186,1.4265867683775413,2.2274296078321254
GSE309750,MC,187,1.50697686293111,3.009201969733646
GSE309750,MC,188,2.3921547923847153,1.865396698455697
GSE309750,MC,189,1.8792221497893353,2.4277150503605256
GSE309750,MC,190,3.167903886235092,0.9704630812938363
GSE309750,MC,191,2.080755889218835,2.218526638069908
GSE309750,MC,192,2.27176074219136,2.0934408885121325
GSE309750,MC,193,3.1233277949817015,1.5254055821156602
GSE309750,MC,194,1.873258657323416,3.108052488966785
GSE309750,MC,195,2.5366216058720075,2.4238102798028036
GSE309750,MC,196,1.982393979056951,2.7775221624279043
GSE309750,MC,197,2.9955672167674634,1.6549326123019772
GSE309750,MC,198,2.295345466872449,2.035393616911919
GSE309750,MC,199,2.69799537108825,2.0594368674982206
GSE43261,Dorsal dentate gyrus,0,0.7599256938298025,1.8235221984879997
GSE43261,Dorsal dentate gyrus,1,0.946961271265447,1.1667806176746394
GSE43261,Dorsal dentate gyrus,2,0.06487526447266469,2.5141044950203155
GSE43261,Dorsal dentate gyrus,3,1.25293255522625,1.275151745618901
GSE43261,Dorsal dentate gyrus,4,1.1302009813230556,1.905149940611743
GSE43261,Dorsal dentate gyrus,5,1.1039047362411774,1.4948211814557504
GSE43261,Dorsal dentate gyrus,6,0.807495799223158,2.1163198097715563
GSE43261,Dorsal dentate gyrus,7,1.8016831671308988,1.4561831768485922
GSE43261,Dorsal dentate gyrus,8,0.6335849771910761,1.747264983683057
GSE43261,Dorsal dentate gyrus,9,1.0403997788047057,1.4143419581498096
GSE43261,Dorsal dentate gyrus,10,1.4138238967957444,1.113919745875385
GSE43261,Dorsal dentate gyrus,11,1.738158433140274,1.102807695018137
GSE43261,Dorsal dentate gyrus,12,1.435955423763368,1.2151262196318398
GSE43261,Dorsal dentate gyrus,13,1.4025988137834637,1.298773619415214
GSE43261,Dorsal dentate gyrus,14,0.7091604015906873,2.341424705660238
GSE43261,Dorsal dentate gyrus,15,2.4295554271681374,1.0563748408414921
GSE43261,Dorsal dentate gyrus,16,0.9373903172464573,2.0213007835002026
GSE43261,Dorsal dentate gyrus,17,1.7825684579233647,1.1568543298752307
GSE43261,Dorsal dentate gyrus,18,0.7017268196150398,1.857446143140121
GSE43261,Dorsal dentate gyrus,19,1.39603095537317,1.140642995077199
GSE43261,Dorsal dentate gyrus,20,1.9420751572054973,0.28723414668089525
GSE43261,Dorsal dentate gyrus,21,1.0354312197092876,1.1683462362983879
GSE43261,Dorsal dentate gyrus,22,1.6764016682018579,1.2774681686506035
GSE43261,Dorsal dentate gyrus,23,1.0506076596972005,1.890749255669929
GSE43261,Dorsal dentate gyrus,24,0.8962874116486923,1.3383869828032033
GSE43261,Dorsal dentate gyrus,25,0.6687171365170497,1.759462179305284
GSE43261,Dorsal dentate gyrus,26,1.6214726315144476,0.9888646198385682
GSE43261,Dorsal dentate gyrus,27,0.497944756837549,1.8154884855721558
GSE43261,Dorsal dentate gyrus,28,3.2123457814022283,0.882931507798772
GSE43261,Dorsal dentate gyrus,29,1.4602866073240803,1.1134863328677636
GSE43261,Dorsal dentate gyrus,30,0.8886201924566467,1.2094949374414143
GSE43261,Dorsal dentate gyrus,31,1.050447140890143,1.6732401337449379
GSE43261,Dorsal dentate gyrus,32,1.038952237569287,1.2203382600372854
GSE43261,Dorsal dentate gyrus,33,1.4867024907449726,1.0260085401986931
GSE43261,Dorsal dentate gyrus,34,0.9425394883837954,1.8369506911222189
GSE43261,Dorsal dentate gyrus,35,0.6402877863192561,1.5506266722028244
GSE43261,Dorsal dentate gyrus,36,1.7238144777830593,1.1182390841547443
GSE43261,Dorsal dentate gyrus,37,1.689764712921323,1.293394639875295
GSE43261,Dorsal dentate gyrus,38,1.250663576468338,1.8017159485523242
GSE43261,Dorsal dentate gyrus,39,1.7199143599774929,1.053174723788011
GSE43261,Dorsal dentate gyrus,40,1.1261984804506573,1.9075495018307032
GSE43261,Dorsal dentate gyrus,41,2.0901912619093603,1.1022070333599066
GSE43261,Dorsal dentate gyrus,42,2.384153223560031,0.5057839485139148
GSE43261,Dorsal dentate gyrus,43,1.7392268372276831,1.393440154009314
GSE43261,Dorsal dentate gyrus,44,1.9537650142606813,1.2955727803127024
GSE43261,Dorsal dentate gyrus,45,2.057527742835008,1.0295006516232617
GSE43261,Dorsal dentate gyrus,46,2.5068336948583494,0.5272062587682362
GSE43261,Dorsal dentate gyrus,47,1.3127244488874905,1.7044271604108403
GSE43261,Dorsal dentate gyrus,48,0.7617316245008585,2.027917194986876
GSE43261,Dorsal dentate gyrus,49,0.6121523678216526,2.2713009412284033
GSE43261,Dorsal dentate gyrus,50,1.4774445130370895,1.3058625831200756
GSE43261,Dorsal dentate gyrus,51,1.2443182452389403,1.3875641087708555
GSE43261,Dorsal dentate gyrus,52,0.8995827287680348,1.8289567208898292
GSE43261,Dorsal dentate gyrus,53,1.6478650961212944,0.7159021716509694
GSE43261,Dorsal dentate gyrus,54,0.9775721238227456,1.649928134053279
GSE43261,Dorsal dentate gyrus,55,2.229821893718865,0.8634235534646353
GSE43261,Dorsal dentate gyrus,56,0.8589572805494102,1.9868380370935672
GSE43261,Dorsal dentate gyrus,57,1.0833222428996352,1.2679046882614402
GSE43261,Dorsal dentate gyrus,58,2.3228458556934903,0.645462734582534
GSE43261,Dorsal dentate gyrus,59,0.7372831292905411,2.0090916962998824
GSE43261,Dorsal dentate gyrus,60,0.8971285008764572,1.3828107386199104
GSE43261,Dorsal dentate gyrus,61,1.2569271786574654,1.2332427279549942
GSE43261,Dorsal dentate gyrus,62,1.5215822286618719,1.0914821863132733
GSE43261,Dorsal dentate gyrus,63,0.893367392588343,1.8475187081172804
GSE43261,Dorsal dentate gyrus,64,1.5040270461398189,1.227844041094125
GSE43261,Dorsal dentate gyrus,65,1.2503526924062842,1.1654756878841928
GSE43261,Dorsal dentate gyrus,66,1.47840421339988,0.8999063809892854
GSE43261,Dorsal dentate gyrus,67,1.2336033058474178,1.934426030282166
GSE43261,Dorsal dentate gyrus,68,1.849250242113214,1.096989213038662
GSE43261,Dorsal dentate gyrus,69,0.9100664896338454,1.3157075656023147
GSE43261,Dorsal dentate gyrus,70,2.8473534127960596,0.5360490199360985
GSE43261,Dorsal dentate gyrus,71,0.3958989716897965,2.15396190845883
GSE43261,Dorsal dentate gyrus,72,1.4405935290875316,1.1010852162585019
GSE43261,Dorsal dentate gyrus,73,1.7911864638716524,1.3236532362003923
GSE43261,Dorsal dentate gyrus,74,0.41521686367094224,2.3509905872418444
GSE43261,Dorsal dentate gyrus,75,1.573844126981626,0.7342519667095675
GSE43261,Dorsal dentate gyrus,76,1.0128594967513267,1.6606746706997562
GSE43261,Dorsal dentate gyrus,77,1.7457017100743364,1.424764768356517
GSE43261,Dorsal dentate gyrus,78,0.6037600662665701,1.7294815744592378
GSE43261,Dorsal dentate gyrus,79,1.3060304439838368,1.1317644603019699
GSE43261,Dorsal dentate gyrus,80,0.9420165604959088,1.6458125525198644
GSE43261,Dorsal dentate gyrus,81,1.3358033670574019,0.7760563962269912
GSE43261,Dorsal dentate gyrus,82,1.204290873358173,1.9255646966729565
GSE43261,Dorsal dentate gyrus,83,2.81756011876005,0.4742218547755625
GSE43261,Dorsal dentate gyrus,84,1.3876369384631968,1.2674269823755082
GSE43261,Dorsal dentate gyrus,85,0.8219696295344571,1.5918876623326956
GSE43261,Dorsal dentate gyrus,86,0.6912598621950483,1.4833460224686408
GSE43261,Dorsal dentate gyrus,87,0.8376023397993347,1.76517045124953
GSE43261,Dorsal dentate gyrus,88,3.290177510569681,0.8163574908091489
GSE43261,Dorsal dentate gyrus,89,2.0415546826995175,0.4793754404725569
GSE43261,Dorsal dentate gyrus,90,1.9147180920198636,1.0440712660496374
GSE43261,Dorsal dentate gyrus,91,1.095295750715417,1.839164668169684
GSE43261,Dorsal dentate gyrus,92,2.1856387095882126,0.5979509087354191
GSE43261,Dorsal dentate gyrus,93,0.9769363138538131,2.233074261002221
GSE43261,Dorsal dentate gyrus,94,1.3653189956939478,1.1105842316302532
GSE43261,Dorsal dentate gyrus,95,2.69855334209012,1.0563330017496113
GSE43261,Dorsal dentate gyrus,96,1.6982449673696995,1.3640462668787496
GSE43261,Dorsal dentate gyrus,97,2.0500424658596628,0.9367161558557259
GSE43261,Dorsal dentate gyrus,98,1.4282554297022731,1.4334140424375197
GSE43261,Dorsal dentate gyrus,99,0.9696564635892528,1.6905044844131278
GSE43261,Dorsal dentate gyrus,100,1.7397360174186625,0.9674317467642078
GSE43261,Dorsal dentate gyrus,101,1.8176517904168124,1.388497129653426
GSE43261,Dorsal dentate gyrus,102,1.0902084327997035,1.56994492729406
GSE43261,Dorsal dentate gyrus,103,2.1716625943207064,0.5382443958447019
GSE43261,Dorsal dentate gyrus,104,1.1557527801163165,1.7663506268866533
GSE43261,Dorsal dentate gyrus,105,2.026531452812035,0.9968627719997656
GSE43261,Dorsal dentate gyrus,106,0.7558065268669956,1.9738918288979825
GSE43261,Dorsal dentate gyrus,107,2.614509139769865,0.9134064099875424
GSE43261,Dorsal dentate gyrus,108,1.001766038528363,1.8049638919776998
GSE43261,Dorsal dentate gyrus,109,1.5423776141953525,1.0750435479443707
GSE43261,Dorsal dentate gyrus,110,0.9977296124273353,1.332663125428266
GSE43261,Dorsal dentate gyrus,111,0.8496471625968456,1.8960405982514519
GSE43261,Dorsal dentate gyrus,112,0.8602460559111282,1.8115517566737065
GSE43261,Dorsal dentate gyrus,113,1.319272329781952,1.5776847511708936
GSE43261,Dorsal dentate gyrus,114,1.8592368606387266,1.4314848273142171
GSE43261,Dorsal dentate gyrus,115,0.5281950145172617,2.5734455676698795
GSE43261,Dorsal dentate gyrus,116,1.5224308014172583,1.8856476118100505
GSE43261,Dorsal dentate gyrus,117,2.131663028549149,0.29216085437144973
GSE43261,Dorsal dentate gyrus,118,1.15171043645386,1.970693273166083
GSE43261,Dorsal dentate gyrus,119,0.6488850426906604,2.6903375841473856
GSE43261,Dorsal dentate gyrus,120,1.7107419136826163,1.1479518482800288
GSE43261,Dorsal dentate gyrus,121,1.4877992308150254,0.5897691393644667
GSE43261,Dorsal dentate gyrus,122,0.819973906302926,1.6812502245353602
GSE43261,Dorsal dentate gyrus,123,1.2612817057151502,1.3907494461353311
GSE43261,Dorsal dentate gyrus,124,1.2002699640615366,1.4855440776481865
GSE43261,Dorsal dentate gyrus,125,1.220208420365398,1.7601856131845903
GSE43261,Dorsal dentate gyrus,126,1.2967074106990957,0.9290942953110879
GSE43261,Dorsal dentate gyrus,127,0.6779336117735105,2.085025690098607
GSE43261,Dorsal dentate gyrus,128,1.623999226242328,1.6718457552037291
GSE43261,Dorsal dentate gyrus,129,1.0042996586951018,1.9152334536917852
GSE43261,Dorsal dentate gyrus,130,1.4597586485692426,1.2118581692318664
GSE43261,Dorsal dentate gyrus,131,1.6500937892414322,1.3331966577748895
GSE43261,Dorsal dentate gyrus,132,1.243130434150466,1.2007354698897017
GSE43261,Dorsal dentate gyrus,133,1.8772490827203683,0.5130477087329077
GSE43261,Dorsal dentate gyrus,134,0.7940529090771596,1.8568050756556052
GSE43261,Dorsal dentate gyrus,135,1.846130592261694,0.9374535657453448
GSE43261,Dorsal dentate gyrus,136,1.6768754322038688,1.108114216340228
GSE43261,Dorsal dentate gyrus,137,2.3701504144315,0.22387363436952623
GSE43261,Dorsal dentate gyrus,138,0.5707868392402746,3.034147930416587
GSE43261,Dorsal dentate gyrus,139,1.5717234038898806,0.8241157277316911
GSE43261,Dorsal dentate gyrus,140,1.7747662505827928,0.6226150669619639
GSE43261,Dorsal dentate gyrus,141,0.6401970784430577,1.4175243589542612
GSE43261,Dorsal dentate gyrus,142,1.2456033407343607,2.0878822122387497
GSE43261,Dorsal dentate gyrus,143,2.204387926090175,0.7717729234365814
GSE43261,Dorsal dentate gyrus,144,1.4909459237890257,1.2813037812930013
GSE43261,Dorsal dentate gyrus,145,2.181236765124646,0.28982293881546056
GSE43261,Dorsal dentate gyrus,146,1.3306633551937679,1.3252683944650827
GSE43261,Dorsal dentate gyrus,147,1.0965667927293274,1.1851917670941159
GSE43261,Dorsal dentate gyrus,148,1.3843984061846693,1.526258595524741
GSE43261,Dorsal dentate gyrus,149,1.2374561394289765,1.3111251315400407
GSE43261,Dorsal dentate gyrus,150,2.0991047971202437,1.175711337986453
GSE43261,Dorsal dentate gyrus,151,0.5177124143279369,2.594677785405062
GSE43261,Dorsal dentate gyrus,152,1.08246218833315,1.6326084511469823
GSE43261,Dorsal dentate gyrus,153,1.5460374852689638,1.253315212311988
GSE43261,Dorsal dentate gyrus,154,1.6125835446831027,1.3789835440445535
GSE43261,Dorsal dentate gyrus,155,1.7209059454995808,1.4780996500153318
GSE43261,Dorsal dentate gyrus,156,0.6905927361899289,2.504341048167135
GSE43261,Dorsal dentate gyrus,157,1.9702427509072429,0.8992932754612548
GSE43261,Dorsal dentate gyrus,158,0.8458907664654355,2.152922005230747
GSE43261,Dorsal dentate gyrus,159,0.9867451123790367,1.8735012367155115
GSE43261,Dorsal dentate gyrus,160,2.0201844761097503,0.6530878591998038
GSE43261,Dorsal dentate gyrus,161,1.3195865506795885,1.1689359868251699
GSE43261,Dorsal dentate gyrus,162,2.1557622685652245,1.118893601125483
GSE43261,Dorsal dentate gyrus,163,1.0386554696225816,1.729518874722268
GSE43261,Dorsal dentate gyrus,164,1.3799307208697333,0.7840496007634444
GSE43261,Dorsal dentate gyrus,165,1.843105704609591,1.3495015922891038
GSE43261,Dorsal dentate gyrus,166,0.3280661020268304,2.5886157632360622
GSE43261,Dorsal dentate gyrus,167,0.751273996548455,1.5142590159976257
GSE43261,Dorsal dentate gyrus,168,1.9683284873180353,0.9092758416917135
GSE43261,Dorsal dentate gyrus,169,0.6606541384367008,1.4758016251865997
GSE43261,Dorsal dentate gyrus,170,1.263580429742529,1.2652021490711123
GSE43261,Dorsal dentate gyrus,171,-0.15314633638801584,2.3876812786490778
GSE43261,Dorsal dentate gyrus,172,0.9750102759380409,1.449477111951736
GSE43261,Dorsal dentate gyrus,173,1.777860286118114,1.0310348338300155
GSE43261,Dorsal dentate gyrus,174,0.0019198389967879494,3.380646019214905
GSE43261,Dorsal dentate gyrus,175,1.1644513642789087,2.054700096686347
GSE43261,Dorsal dentate gyrus,176,3.778300093177659,0.6362679342659037
GSE43261,Dorsal dentate gyrus,177,1.514136133615522,0.8642389025868493
GSE43261,Dorsal dentate gyrus,178,1.797356659382618,1.3038534868850942
GSE43261,Dorsal dentate gyrus,179,0.8430947268877746,1.6815845869144956
GSE43261,Dorsal dentate gyrus,180,1.5409122999463944,1.5387327940737265
GSE43261,Dorsal dentate gyrus,181,0.6251976447673475,1.8721150529486152
GSE43261,Dorsal dentate gyrus,182,1.2498179091238486,1.551068576986727
GSE43261,Dorsal dentate gyrus,183,1.1377899031144212,1.8485440906142623
GSE43261,Dorsal dentate gyrus,184,1.2787580719655516,1.2994749958100584
GSE43261,Dorsal dentate gyrus,185,0.9944543260616123,1.9327839193788034
GSE43261,Dorsal dentate gyrus,186,1.6737979743274285,0.8349238838316637
GSE43261,Dorsal dentate gyrus,187,1.1427552477243292,1.6659584943986878
GSE43261,Dorsal dentate gyrus,188,1.2101950773109356,1.7081297531554995
GSE43261,Dorsal dentate gyrus,189,1.5428233819556454,1.0011291416204788
GSE43261,Dorsal dentate gyrus,190,2.005717854818782,0.7898596349772188
GSE43261,Dorsal dentate gyrus,191,1.8787916557801114,0.6448006730873302
GSE43261,Dorsal dentate gyrus,192,1.244851552144363,1.8761487717122387
GSE43261,Dorsal dentate gyrus,193,1.4096980309754163,1.5046710343867713
GSE43261,Dorsal dentate gyrus,194,0.9466800994426581,1.663807497835902
GSE43261,Dorsal dentate gyrus,195,1.127415912696039,1.7329442749779163
GSE43261,Dorsal dentate gyrus,196,1.2404483530530694,1.3217132453663916
GSE43261,Dorsal dentate gyrus,197,1.046747806878141,2.0403380634865367
GSE43261,Dorsal dentate gyrus,198,2.1818960959642797,1.2286406754550598
GSE43261,Dorsal dentate gyrus,199,1.2645471893230515,1.2530018870560236
GSE43261,Ventral dentate gyrus,0,0.37136698331205753,0.34823546007227896
GSE43261,Ventral dentate gyrus,1,0.2725214347945503,0.5570454878674679
GSE43261,Ventral dentate gyrus,2,0.40433918689649306,0.38275242670881654
GSE43261,Ventral dentate gyrus,3,0.08417107890860753,0.6082523330913802
GSE43261,Ventral dentate gyrus,4,0.43285622866105716,0.33277033361851927
GSE43261,Ventral dentate gyrus,5,0.35864374736375737,0.4167484821343757
GSE43261,Ventral dentate gyrus,6,0.16464296136571122,0.49011672450485855
GSE43261,Ventral dentate gyrus,7,0.6439027394681347,0.03628579440463275
GSE43261,Ventral dentate gyrus,8,0.5621157644077871,0.27257421554283684
GSE43261,Ventral dentate gyrus,9,0.925947400896413,-0.11507892490732674
GSE43261,Ventral dentate gyrus,10,0.9478468449397373,0.18988834568554758
GSE43261,Ventral dentate gyrus,11,0.48592521136224065,0.30411053489663187
GSE43261,Ventral dentate gyrus,12,0.5580738439117745,0.16128868841129382
GSE43261,Ventral dentate gyrus,13,0.1898443986750253,0.4992235061881616
GSE43261,Ventral dentate gyrus,14,0.44012932132027266,0.3838340368020766
GSE43261,Ventral dentate gyrus,15,0.6518229291298646,0.03571905454858196
GSE43261,Ventral dentate gyrus,16,0.046200742343691606,0.7805498994374361
GSE43261,Ventral dentate gyrus,17,0.5314461876901143,0.1468061003263151
GSE43261,Ventral dentate gyrus,18,0.4557849624906519,0.31079656594115784
GSE43261,Ventral dentate gyrus,19,0.553898691673658,0.25606798782034434
GSE43261,Ventral dentate gyrus,20,0.3491293302772557,0.4022784018241088
GSE43261,Ventral dentate gyrus,21,0.2088465109198888,0.5116803835016774
GSE43261,Ventral dentate gyrus,22,0.6232025889367329,0.016705386820768272
GSE43261,Ventral dentate gyrus,23,0.5164812934858813,0.21213626615459014
GSE43261,Ventral dentate gyrus,24,0.4146502120444953,0.3350770518751007
GSE43261,Ventral dentate gyrus,25,0.26468352934637807,0.5089054635464344
GSE43261,Ventral dentate gyrus,26,0.018749399476654417,0.657505321385986
GSE43261,Ventral dentate gyrus,27,0.8700575521310261,-0.2290726199093771
GSE43261,Ventral dentate gyrus,28,0.40200412546039144,0.3951969572199524
GSE43261,Ventral dentate gyrus,29,0.2636367719318879,0.5787349219691742
GSE43261,Ventral dentate gyrus,30,0.5362849917347227,0.2073752191492432
GSE43261,Ventral dentate gyrus,31,0.23435938250168215,0.5527124460808486
GSE43261,Ventral dentate gyrus,32,0.23249181764742338,0.5450963289954219
GSE43261,Ventral dentate gyrus,33,0.6317451575113523,0.0051350542919346735
GSE43261,Ventral dentate gyrus,34,0.07760791331331095,0.7104223967825821
GSE43261,Ventral dentate gyrus,35,0.6543795012035648,0.12205075615094639
GSE43261,Ventral dentate gyrus,36,0.07550337844772746,0.776762425911386
GSE43261,Ventral dentate gyrus,37,0.24067649313327724,0.5025595861473389
GSE43261,Ventral dentate gyrus,38,-0.19363181097858076,1.0681898854696859
GSE43261,Ventral dentate gyrus,39,0.08829347088199432,0.6102597648896726
GSE43261,Ventral dentate gyrus,40,0.315930111611194,0.4324920036670699
GSE43261,Ventral dentate gyrus,41,-0.08749196506087698,0.7024900744439131
GSE43261,Ventral dentate gyrus,42,0.4714625917101686,0.22530861646010786
GSE43261,Ventral dentate gyrus,43,0.4634424606400066,0.28271815047478116
GSE43261,Ventral dentate gyrus,44,0.7678491367348808,0.022049785816054268
GSE43261,Ventral dentate gyrus,45,0.3508953199628854,0.4929852341157062
GSE43261,Ventral dentate gyrus,46,0.605251555875377,0.13893694623327926
GSE43261,Ventral dentate gyrus,47,0.1250311126898061,0.5984967131242835
GSE43261,Ventral dentate gyrus,48,0.5569070576421107,0.17414802445063315
GSE43261,Ventral dentate gyrus,49,0.6154896406303946,0.15704778721109883
GSE43261,Ventral dentate gyrus,50,0.43556545872077335,0.37077330401302505
GSE43261,Ventral dentate gyrus,51,0.6783615328894878,0.14959339015676265
GSE43261,Ventral dentate gyrus,52,-0.13292581344307133,0.8255071879720386
GSE43261,Ventral dentate gyrus,53,0.7540053431017305,-0.02948714586855797
GSE43261,Ventral dentate gyrus,54,0.5858244506332194,0.2709984219221629
GSE43261,Ventral dentate gyrus,55,0.5087966758616518,0.2624556654732451
GSE43261,Ventral dentate gyrus,56,0.4667939610361239,0.3490296534992043
GSE43261,Ventral dentate gyrus,57,0.5936564371113395,0.17392520223509164
GSE43261,Ventral dentate gyrus,58,0.2781589231095975,0.47771580712494605
GSE43261,Ventral dentate gyrus,59,0.6784754580421195,0.08636846956484899
GSE43261,Ventral dentate gyrus,60,0.11551781943302973,0.5347042523509489
GSE43261,Ventral dentate gyrus,61,0.5201840831080714,0.3046078646238747
GSE43261,Ventral dentate gyrus,62,-0.4659286151836564,0.9749269895961987
GSE43261,Ventral dentate gyrus,63,-0.09673983969868395,0.8835007774267091
GSE43261,Ventral dentate gyrus,64,0.06197533422934823,0.6690283733651626
GSE43261,Ventral dentate gyrus,65,0.09631794268652044,0.6925147630729261
GSE43261,Ventral dentate gyrus,66,-0.03130376474621764,0.9041905050686494
GSE43261,Ventral dentate gyrus,67,0.38751527459685864,0.3042934982315069
GSE43261,Ventral dentate gyrus,68,0.28481743195415277,0.5253667507629797
GSE43261,Ventral dentate gyrus,69,-0.13007799211303978,0.6865278734495202
GSE43261,Ventral dentate gyrus,70,0.3362239521946215,0.3931950794545433
GSE43261,Ventral dentate gyrus,71,0.6669395147510535,0.0400896900227214
GSE43261,Ventral dentate gyrus,72,0.7074270631025404,0.1465233644632588
GSE43261,Ventral dentate gyrus,73,0.5867457450140883,0.034931349878446545
GSE43261,Ventral dentate gyrus,74,0.061448928709409045,0.5093887485984779
GSE43261,Ventral dentate gyrus,75,0.20173370804944674,0.5646024637318616
